X,Y,DEN,icon_url
26.9604391666667,45.96543,b1,./0.png
26.9601458333333,45.96503625,parau,./0.png
26.9597341666667,45.9649445833333,parau,./0.png
26.9592016666667,45.96464,parau,./0.png
26.9589483333333,45.96460375,parau,./0.png
26.9583775,45.96432,parau,./0.png
26.9579070833333,45.9641695833333,parau,./0.png
26.9572920833333,45.9641129166667,parau,./0.png
26.9567466666667,45.9639075,parau,./0.png
26.9564891666667,45.9637716666667,parau,./0.png
26.9558654166667,45.963685,parau,./0.png
26.9555983333333,45.9635079166667,parau,./0.png
26.9554125,45.96341875,parau,./0.png
26.9552366666667,45.9632191666667,parau,./0.png
26.9547475,45.9630933333333,parau,./0.png
26.9545204166667,45.96304,parau,./0.png
26.95427875,45.9630916666667,parau,./0.png
26.9541033333333,45.96318,inel 1C,./0.png
26.9538433333333,45.96303875,Parau,./0.png
26.9535904166667,45.96304625,Parau,./0.png
26.9533304166667,45.9629620833333,Parau,./0.png
26.95289125,45.9629025,b 2,./0.png
26.95289875,45.9634595833333,culme vopsit,./0.png
26.95245125,45.9635770833333,H,./0.png
26.9522158333333,45.9637275,H,./0.png
26.95205875,45.9638675,H,./0.png
26.9516254166667,45.9639875,b 3,./0.png
26.951985,45.96437375,H,./0.png
26.9522116666667,45.9646070833333,H,./0.png
26.9526841666667,45.96486625,H,./0.png
26.95306125,45.9651320833333,b 493,./0.png
26.9525979166667,45.96547375,H,./0.png
26.9521479166667,45.96565625,H,./0.png
26.9518325,45.9662075,H,./0.png
26.95170875,45.9665166666667,b 494,./0.png
26.9517195833333,45.9668616666667,drum tractor,./0.png
26.95182625,45.9675925,H,./0.png
26.9519929166667,45.9678475,drum tractor,./0.png
26.95203,45.968295,H,./0.png
26.9522366666667,45.96854,H,./0.png
26.9527033333333,45.9687495833333,H,./0.png
26.9532195833333,45.9688366666667,H,./0.png
26.9538941666667,45.9689691666667,H,./0.png
26.9540958333333,45.96921625,H,./0.png
26.9543920833333,45.9694991666667,H,./0.png
26.95490875,45.96949,b 5,./0.png
26.95507125,45.9692729166667,liziera,./0.png
26.95530875,45.9689975,liziera,./0.png
26.95563,45.9687108333333,liziera,./0.png
26.9559616666667,45.9685354166667,liziera,./0.png
26.9563545833333,45.968265,liziera,./0.png
26.95684625,45.9679208333333,liziera,./0.png
26.9572383333333,45.967905,liziera,./0.png
26.9576325,45.9678883333333,liziera,./0.png
26.9579970833333,45.9679033333333,liziera - lac,./0.png
26.9582991666667,45.9678083333333,lac,./0.png
26.95848375,45.9677375,lac,./0.png
26.9587895833333,45.9676175,liziera - lac,./0.png
26.95863875,45.9672,liziera,./0.png
26.959045,45.96683625,liziera,./0.png
26.9595645833333,45.9668070833333,liziera,./0.png
26.9599483333333,45.9664920833333,liziera,./0.png
26.9600829166667,45.9661525,liziera,./0.png
26.96039625,45.96566875,liziera,./0.png
26.9605170833333,45.9652445833333,b 1,./0.png
26.9778566666667,45.9594254166667,liziera,./0.png
26.9782391666667,45.95920625,liziera,./0.png
26.9788516666667,45.9589416666667,gard,./0.png
26.9791654166667,45.9586666666667,gard,./0.png
26.9794829166667,45.9585216666667,colt gard,./0.png
26.9797075,45.95863875,gard,./0.png
26.9798229166667,45.95882125,gard,./0.png
26.9801166666667,45.9589875,lim drum,./0.png
26.9804620833333,45.9591054166667,limita drum,./0.png
26.98063375,45.95918125,limita drum,./0.png
26.9806016666667,45.9594320833333,limita parcela,./0.png
26.9804920833333,45.9596358333333,limita parcela,./0.png
26.9796225,45.960655,limita parcela,./0.png
26.9794016666667,45.96100125,limita,./0.png
26.97938,45.9612754166667,limita parcela,./0.png
26.9792920833333,45.9616295833333,limita parcela,./0.png
26.9793370833333,45.96182875,limita parcela,./0.png
26.9794904166667,45.9619625,limita parcela,./0.png
26.9796741666667,45.96203375,limita,./0.png
26.9803645833333,45.9619645833333,H rosu,./0.png
26.9806970833333,45.96195,H,./0.png
26.9809575,45.9620025,H,./0.png
26.9814683333333,45.9619770833333,H,./0.png
26.9818583333333,45.9619454166667,H,./0.png
26.9821745833333,45.9619620833333,H,./0.png
26.982705,45.96187875,H,./0.png
26.9834970833333,45.96191,H,./0.png
26.9839820833333,45.96194375,H,./0.png
26.9843416666667,45.9619041666667,H,./0.png
26.9847216666667,45.9618945833333,H parau,./0.png
26.98485,45.9622770833333,H colt 68,./0.png
26.9849016666667,45.96271125,H 68,./0.png
26.98488875,45.9631808333333,H 68,./0.png
26.9850204166667,45.96398,H,./0.png
26.9850370833333,45.9643254166667,H liziera gard,./0.png
26.9847104166667,45.9641658333333,gard,./0.png
26.9843766666667,45.9640175,gard,./0.png
26.9841879166667,45.9640454166667,gard - parau - b159 lipsa,./0.png
26.98418375,45.9639995833333,gard,./0.png
26.98426,45.963795,gard,./0.png
26.9841633333333,45.96373875,gard,./0.png
26.9836758333333,45.9633920833333,gard,./0.png
26.9833145833333,45.9631908333333,gard,./0.png
26.98291,45.9628395833333,gard,./0.png
26.9827883333333,45.96307625,gard,./0.png
26.9826129166667,45.9628395833333,gard,./0.png
26.9824979166667,45.9628529166667,gard,./0.png
26.9824704166667,45.96283875,gard,./0.png
26.9820945833333,45.9627233333333,gard,./0.png
26.9819145833333,45.9628320833333,gard,./0.png
26.9816966666667,45.9631,gard,./0.png
26.981215,45.96327375,gard,./0.png
26.9809533333333,45.9633825,gard,./0.png
26.9807258333333,45.9634754166667,gard,./0.png
26.9804866666667,45.9636175,gard,./0.png
26.9808425,45.9637425,gard,./0.png
26.9812433333333,45.9639458333333,gard,./0.png
26.9815758333333,45.9640783333333,gard,./0.png
26.9821579166667,45.964285,gard,./0.png
26.9825258333333,45.96445625,gard,./0.png
26.9827654166667,45.9645383333333,gard,./0.png
26.9830041666667,45.96470875,gard,./0.png
26.9828625,45.9650408333333,gard,./0.png
26.98301375,45.9651345833333,gard,./0.png
26.9829741666667,45.9653404166667,enclava,./0.png
26.9827620833333,45.9653195833333,enclava,./0.png
26.98265,45.9655133333333,enclave,./0.png
26.9827058333333,45.9656741666667,enclave,./0.png
26.98311875,45.9657054166667,enclave,./0.png
26.9832966666667,45.9655741666667,enclave,./0.png
26.9833366666667,45.9654475,enclave,./0.png
26.9833166666667,45.9653595833333,gard 3 m deschidere enclava,./0.png
26.9837825,45.9656391666667,gard,./0.png
26.98420625,45.9659229166667,gard,./0.png
26.9845941666667,45.9661825,gard,./0.png
26.985005,45.9664316666667,gard,./0.png
26.9853666666667,45.9667091666667,gard,./0.png
26.98564125,45.96644375,gard,./0.png
26.98600375,45.9667095833333,gard,./0.png
26.9862704166667,45.96691625,gard,./0.png
26.9871883333333,45.9669483333333,gard,./0.png
26.9874408333333,45.9671125,gard,./0.png
26.987965,45.9674879166667,gard,./0.png
26.98816875,45.96739625,gard sfarsit - poarta,./0.png
26.9883241666667,45.9674954166667,H,./0.png
26.9885625,45.9678975,H,./0.png
26.9887225,45.9681741666667,H,./0.png
26.9887633333333,45.968915,H,./0.png
26.9888145833333,45.9691,gard - sac folie alb,./0.png
26.9886308333333,45.9691079166667,gard,./0.png
26.98838,45.9691508333333,gard,./0.png
26.9881479166667,45.96923875,gard,./0.png
26.9877379166667,45.96944875,b 152,./0.png
26.9874025,45.96971625,gard,./0.png
26.98721625,45.9698883333333,gard,./0.png
26.9870779166667,45.9701570833333,gard,./0.png
26.9871825,45.9702058333333,gard,./0.png
26.9872779166667,45.97023625,gard folie,./0.png
26.98725375,45.9706145833333,borba beton fara nr (160 ?),./0.png
26.98705375,45.9704716666667,colt liziera,./0.png
26.9867720833333,45.9702866666667,b 150,./0.png
26.9865095833333,45.9702516666667,liziera,./0.png
26.9861608333333,45.9701458333333,liziera,./0.png
26.9857483333333,45.9700183333333,liziera,./0.png
26.9850725,45.9697945833333,liziera,./0.png
26.98459,45.9697041666667,liziera,./0.png
26.9842420833333,45.96960375,liziera,./0.png
26.98368,45.9694279166667,liziera,./0.png
26.9831479166667,45.96925125,liziera,./0.png
26.982685,45.96907375,liziera,./0.png
26.9822591666667,45.96889375,liziera,./0.png
26.98197375,45.9686704166667,liziera,./0.png
26.98171625,45.96851875,liziera,./0.png
26.9815220833333,45.968365,liziera,./0.png
26.98137125,45.96807,liziera,./0.png
26.98108,45.9679308333333,liziera,./0.png
26.9804283333333,45.9676741666667,liziera,./0.png
26.9800883333333,45.9675691666667,liziera,./0.png
26.9797841666667,45.9674379166667,liziera,./0.png
26.97930375,45.96725375,liziera,./0.png
26.97892,45.9672066666667,liziera,./0.png
26.97861125,45.9674445833333,liziera,./0.png
26.9782041666667,45.9676629166667,liziera,./0.png
26.9779995833333,45.9677354166667,liziera,./0.png
